Location,name,inASA,inASE,default,cli,info,version,status,type
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxPersonalTamedDinos,Yes,Yes,0,Yes,"Sets a per-tribe creature tame limit (500 on official PvE servers, 300 in official PvP servers). The default value of 0 disables such limit.",[[255.0]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxPlatformSaddleStructureLimit,Unknown,Yes,75,Yes,Changes the maximum number of platformed-creatures/rafts allowed on the ARK (a potential performance cost). Example: <code>MaxPlatformSaddleStructureLimit{{=}}10</code> would only allow 10 platform saddles/rafts across the entire ARK.,[[212.1]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTamedDinos,Yes,Yes,5000.0,Yes,"Sets the maximum number of tame creatures on a server, this is a global cap. '''Note:''' although at code level it is defined as a floating-point number, it is suggested to use an integer instead.",[[191.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTamedDinos_SoftTameLimit,Yes,No,5000,Yes,Defines the server-wide soft tame limit. See <code>DestroyTamesOverTheSoftTameLimit</code> for more info.,[[ARK: Survival Ascended/Patch/33.15|ASA 33.15]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTamedDinos_SoftTameLimit_CountdownForDeletionDuration,Yes,No,604800,Yes,Defines the time (in seconds) for tame to get destroyed. See <code>DestroyTamesOverTheSoftTameLimit</code> for more info.,[[ARK: Survival Ascended/Patch/33.15|ASA 33.15]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTrainCars,Yes,No,8,Yes,Defines the maximum amount of carts a train cave have.,[[ARK: Survival Ascended/Patch/38.18|ASA 38.18]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTributeCharacters,Unknown,Yes,10,Yes,Slots for uploaded characters. Any value less than default will be reverted. '''Note:''' rising it may corrupt player/cluster data and lead to lose of all stored characters.,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTributeDinos,Yes,Yes,20,Yes,Slots for uploaded creatures. Any value less than default will be reverted. '''Note:''' Some player claimed maximum 273 to be safe cap and more will corrupt profile/cluster and lead to lose of all stored creatures but it need to be checked,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxTributeItems,Yes,Yes,50,Yes,Slots for uploaded items and resources. Any value less than default will be reverted. '''Note:''' Some player claimed maximum 154 to be safe cap and more will corrupt profile/cluster and lead to lose of all stored items and resources but it need to be checked,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],NightTimeSpeedScale,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the passage of time in the ARK during night time. This value determines the length of each night, relative to the length of each day (as specified by <code>DayTimeSpeedScale</code>) Lowering this value increases the length of each night.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],NonPermanentDiseases,Yes,Yes,False,Yes,"If <code>True</code>, makes permanent diseases not permanent. Players will lose them if on re-spawn.",[[242.3]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],NPCNetworkStasisRangeScalePlayerCountStart,Unknown,Yes,0,No,"Minimum number of online players when the NPC Network Stasis Range Scale override is enabled (requires inputting into INI, not command line). Used to override the NPC Network Stasis Range Scale (to scale server performance for more player), on default is set to 0, disabling it. Official set it to 24.",[[254.7]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],NPCNetworkStasisRangeScalePlayerCountEnd,Unknown,Yes,0,No,"Maximum number of online players when <code>NPCNetworkStasisRangeScalePercentEnd</code> is reached (requires inputting into INI, not command line). Used to override the NPC Network Stasis Range Scale (to scale server performance for more player), on default is set to 0, disabling it. Official set it to 70",[[254.7]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],NPCNetworkStasisRangeScalePercentEnd,Unknown,Yes,0.55000001,No,"The Maximum scale percentage used when <code>NPCNetworkStasisRangeScalePlayerCountEnd</code> is reached (requires inputting into INI, not command line). Used to override the NPC Network Stasis Range Scale (to scale server performance for more player). Official set it to 0.5.",[[254.7]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],OnlyAutoDestroyCoreStructures,Unknown,Yes,False,Yes,"If <code>True</code>, prevents any non-core/non-foundation structures from auto-destroying (however they'll still get auto-destroyed if a floor that they're on gets auto-destroyed). Official [[PvE]] Servers used this option.",[[245.989]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],OnlyDecayUnsnappedCoreStructures,Unknown,Yes,False,Yes,"If <code>True</code>, only unsnapped core structures will decay. Useful for eliminating lone pillar/foundation spam.",[[245.986]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],OverrideOfficialDifficulty,Yes,Yes,0.0,Yes,Allows you to override the default server difficulty level of 4 with 5 to match the new official server difficulty level. Default value of 0.0 disables the override. A value of 5.0 will allow common creatures to spawn up to level 150. Originally ([[247.95]]) available only as command line option.,[[252.5]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],OverrideStructurePlatformPrevention,Yes,Yes,False,Yes,"If <code>True</code>, [[Auto Turret|turrets]] becomes be buildable and functional on [[:Category:Platform Saddles|platform saddles]]. Since [[247.999]] applies on [[Wooden Spike Wall|spike]] structure too. '''Note:''' despite patch notes, in ''ShooterGameServer'' it's coded ''OverrideStructurePlatformPrevention'' with two ''r''.",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],OxygenSwimSpeedStatMultiplier,Yes,Yes,1.0,Yes,Use this to set how swim speed is multiplied by level spent in oxygen. The value was reduced by 80% in [[256.0]].,[[256.3]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PerPlatformMaxStructuresMultiplier,Yes,Yes,1.0,Yes,Higher value increases (from a percentage scale) max number of items place-able on saddles and rafts.,[[211.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PersonalTamedDinosSaddleStructureCost,Unknown,Yes,0,Yes,"Determines the amount of ""tame creature slots"" a platform saddle (with structures) will use towards the tribe tame creature limit.",[[265.0]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],PlatformSaddleBuildAreaBoundsMultiplier,Yes,Yes,1.0,Yes,Increasing the number allows structures being placed further away from the platform.,[[295.102]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PlayerCharacterFoodDrainMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for player characters' food consumption. Higher values increase food consumption (player characters get hungry faster).,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PlayerCharacterHealthRecoveryMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for player characters' health recovery. Higher values increase the recovery rate (player characters heal faster).,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PlayerCharacterStaminaDrainMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for player characters' stamina consumption. Higher values increase stamina consumption (player characters get tired faster).,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PlayerCharacterWaterDrainMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for player characters' water consumption. Higher values increase water consumption (player characters get thirsty faster).,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PlayerDamageMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for the damage players deal with their attacks. The default value <code>1</code> provides normal damage. Higher values increase damage. Lower values decrease it.,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PlayerResistanceMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the resistance to damage players receive when attacked. The default value <code>1</code> provides normal damage. Higher values decrease resistance, increasing damage per attack. Lower values increase it, reducing damage per attack. A value of 0.5 results in a player taking half damage while a value of 2.0 would result in taking double normal damage.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventDiseases,Yes,Yes,False,Yes,"If <code>True</code>, completely diseases on the server. Thus far just [[Swamp Fever]].",[[242.3]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventMateBoost,Yes,Yes,False,Yes,"If <code>True</code>, disables creature mate boosting.",[[247.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventOfflinePvP,Yes,Yes,False,Yes,"If <code>True</code>, enables the Offline Raiding Prevention (ORP). When all tribe members are logged off, tribe characters, creature and structures become invulnerable. Creature starvation still applies, moreover, characters and creature can still die if drowned. Despite the name, it works on both [[PvE]] and [[PvP]] game modes. Due to performance reason, it is recommended to set a minimum interval with <code>PreventOfflinePvPInterval</code> option before ORP becomes active. ORP also helps lowering memory and CPU usage on a server. Enabled by default on Official [[PvE]] since [[258.3]]",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventOfflinePvPInterval,Yes,Yes,0.0,Yes,"Seconds to wait before a ORP becomes active for tribe/players and relative creatures/structures (10 seconds in official PvE servers). '''Note:''' although at code level it is defined as a floating-point number, it is suggested to use an integer instead.",[[242.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventSpawnAnimations,Yes,Yes,False,Yes,"If <code>True</code>, player characters (re)spawn without the wake-up animation.",[[260.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventTribeAlliances,Yes,Yes,False,Yes,"If <code>True</code>, prevents tribes from creating Alliances.",[[243.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ProximityChat,Yes,Yes,False,Yes,"If <code>True</code>, only players near each other can see their chat messages",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PvEAllowStructuresAtSupplyDrops,Yes,Yes,False,Yes,"If <code>True</code>, allows building near supply drop points in [[PvE]] mode.",[[247.999]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PvEDinoDecayPeriodMultiplier,Yes,Yes,1.0,Yes,Creature [[PvE]] auto-decay time multiplier. Requires <code>DisableDinoDecayPvE{{=}}false</code> in GameUserSettings.ini or <code>?DisableDinoDecayPvE{{=}}false</code> in command line to work.,[[206.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PvEStructureDecayPeriodMultiplier,Unknown,Yes,1.0,Yes,"Specifies the scaling factor for [[Building#Auto-decay| structures decay times]], e.g.: setting it at 2.0 will double all structure decay times, while setting at 0.5 will halve the timers. '''Note:''' despite the name, works in both [[PvP]] and [[PvE]] modes when structure decay is enabled.",,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],PvPDinoDecay,Yes,Yes,False,Yes,"If <code>True</code>, enables creatures' decay in [[PvP]] while the Offline Raid Prevention is active.",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PvPStructureDecay,Unknown,Yes,False,Yes,"If <code>True</code>, enables structures decay on [[PvP]] servers while the Offline Raid Prevention is active.",[[206.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],RaidDinoCharacterFoodDrainMultiplier,Yes,Yes,1.0,Yes,"Affects how quickly the food drains on such ""raid dinos"" (e.g.: Titanosaurus)",[[243.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],RandomSupplyCratePoints,Yes,Yes,False,Yes,"If <code>True</code>, supply drops are in random locations. '''Note:''' This setting is known to cause artifacts becoming inaccessible on [[Ragnarok]] if active.",[[278.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],RCONEnabled,Unknown,Yes,False,Yes,"If <code>True</code>, enables RCON, needs <code>RCONPort{{=}}<TCP_PORT></code> and <code>ServerAdminPassword{{=}}<admin_password></code> to work.",[[185.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],RCONPort,Yes,Yes,27020,Yes,Specifies the optional TCP RCON Port. See [[Dedicated_server_setup#Network|Dedicated server setup]],[[185.0]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],RCONServerGameLogBuffer,Yes,Yes,600.0,Yes,Determines how many lines of game logs are send over the RCON. '''Note:''' despite being coded as a float it's suggested to treat it as integer.,[[224.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],ResourcesRespawnPeriodMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the re-spawn rate for resource nodes (trees, rocks, bushes, etc.). Lower values cause nodes to re-spawn more frequently.",[[181.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerAdminPassword,Yes,Yes,,Yes,"If specified, players must provide this password (via the in-game console) to gain access to administrator commands on the server. '''Note:''' no quotes are used.",,,string
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerAutoForceRespawnWildDinosInterval,Unknown,Yes,0.0,Yes,Force re-spawn of all wild creatures on server restart afters the value set in seconds. Default value of 0.0 disables it. Useful to prevent certain creature species (like the Basilo and Spino) from becoming depopulated on long running servers.,[[265.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerCrosshair,Yes,Yes,True,Yes,"If <code>False</code>, disables the Crosshair on your server.",[[245.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerForceNoHUD,Yes,Yes,False,Yes,"If <code>True</code>, HUD is always disabled for non-tribe owned NPCs.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerHardcore,Yes,Yes,False,Yes,"If <code>True</code>, enables [[Hardcore]] mode (player characters revert to level 1 upon death)",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerPassword,Yes,Yes,,Yes,"If specified, players must provide this password to join the server. '''Note:''' no quotes are used.",,,string
Configuration Files > GameUserSettings.ini > [ServerSettings],serverPVE,Yes,Yes,False,Yes,"If <code>True</code>, disables [[PvP]] and enables [[PvE]]",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ShowFloatingDamageText,Yes,Yes,False,Yes,"If <code>True</code>, enables RPG-style popup damage text mode.",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ShowMapPlayerLocation,Yes,Yes,True,Yes,"If <code>False</code>, hides each player their own precise position when they view their map.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],SpectatorPassword,Unknown,Yes,,Yes,"To use non-admin spectator, the server must specify a spectator password. Then any client can use these console commands: <code>requestspectator &lt;password&gt;</code> and <code>stopspectating</code>. '''Note:''' no quotes are used.",[[191.0]],,string
Configuration Files > GameUserSettings.ini > [ServerSettings],StructureDamageMultiplier,Unknown,Yes,1.0,Yes,"Specifies the scaling factor for the damage structures deal with their attacks (i.e., spiked walls). Higher values increase damage. Lower values decrease it.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],StructurePickupHoldDuration,Yes,Yes,0.5,Yes,"Specifies the quick pick-up hold duration, a value of <code>0</code> results in instant pick-up.",[[293.100]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],StructurePickupTimeAfterPlacement,Yes,Yes,30.0,Yes,Amount of time in seconds after placement that quick pick-up is available.,[[293.100]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],StructurePreventResourceRadiusMultiplier,Yes,Yes,1.0,Yes,Same as <code>ResourceNoReplenishRadiusStructures</code> in ''Game.ini''. If both settings are set both multiplier will be applied. Can be useful when cannot change the ''Game.ini'' file as it works as a command line option too.,,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],StructureResistanceMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the resistance to damage structures receive when attacked. The default value <code>1</code> provides normal damage. Higher values decrease resistance, increasing damage per attack. Lower values increase it, reducing damage per attack. A value of 0.5 results in a structure taking half damage while a value of 2.0 would result in a structure taking double normal damage.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],TamedDinoDamageMultiplier,Unknown,Yes,1.0,Yes,Specifies the scaling factor for the damage tame creatures deal with their attacks. The default value <code>1</code> provides normal damage. Higher values increase damage. Lower values decrease it.,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],TamedDinoResistanceMultiplier,Unknown,Yes,1.0,Yes,"Specifies the scaling factor for the resistance to damage tame creatures receive when attacked. The default value <code>1</code> provides normal damage. Higher values decrease resistance, increasing damage per attack. Lower values increase it, reducing damage per attack. A value of 0.5 results in a structure taking half damage while a value of 2.0 would result in a structure taking double normal damage.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],TamingSpeedMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for creature taming speed. Higher values make taming faster.,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],TheMaxStructuresInRange,Yes,Yes,10500,Yes,Specifies the maximum number of structures that can be constructed within a certain (currently hard-coded) range. Replaces the old value <code>NewMaxStructuresInRange</code>'',[[252.1]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],TribeLogDestroyedEnemyStructures,Unknown,Yes,False,Yes,"By default, enemy structure destruction (for the victim tribe) is not displayed in the tribe Logs, set this to true to enable it.",[[247.93]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],TribeNameChangeCooldown,Yes,Yes,15.0,Yes,"Cool-down, in minutes, in between tribe name changes. Official server use a value of 172800.0 (2 days).",[[278.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],UseFjordurTraversalBuff,Unknown,Yes,False,No,"If <code>True</code>, enables the biome teleport in [[Fjordur]] when holding {{Key|R}} (enabled in official PvE servers).",[[346.12]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],UseOptimizedHarvestingHealth,Unknown,Yes,False,Yes,"If <code>True</code>, enables a server harvesting optimization with high <code>HarvestAmountMultiplier</code> (but less rare items). '''Note:''' on {{ItemLink|ARK: Survival Evolved}} it's suggested to enable this option if harvesting with Tek Stryder causes lag spikes.",[[254.93]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],XPMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the experience received by players, tribes and tames for various actions. The default value <code>1</code> provides the same amounts of experience as in the single player experience (and official public servers). Higher values increase XP amounts awarded for various actions; lower values decrease it. In [[313.5]] an additional hardcoded multiplier of 4 was activated.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],YoungIceFoxDeathCooldown,Yes,No,3600,Yes,"Overrides the cooldown for Veilwyn to reappear after taking fatal damage (in seconds), default is set to 1 hour. Must be greater than 0.",,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CrossARKAllowForeignDinoDownloads,Yes,Yes,False,Yes,"If <code>True</code>, enables non-native creatures tribute download on [[Aberration]].",[[275.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],MinimumDinoReuploadInterval,Unknown,Yes,0.0,Yes,Number of seconds cool-down between allowed creature re-uploads (43200 on official Servers which is 12 hours).,[[251.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],noTributeDownloads,Yes,Yes,False,Yes,"If <code>True</code>, prevents CrossArk-data downloads in[[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventDownloadDinos,Yes,Yes,False,Yes,"If <code>True</code>, prevents creatures download from ARK Data in [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventDownloadItems,Yes,Yes,False,Yes,"If <code>True</code>, prevents items download from ARK Data in [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventDownloadSurvivors,Yes,Yes,False,Yes,"If <code>True</code>, prevents survivors download from ARK Data in [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventUploadDinos,Yes,Yes,False,Yes,"If <code>True</code>, prevents creatures upload to ARK Data in [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventUploadItems,Yes,Yes,False,Yes,"If <code>True</code>, prevents items upload to ARK Data in [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventUploadSurvivors,Yes,Yes,False,Yes,"If <code>True</code>, prevents survivors upload to ARK Data in [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]].",[[246.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],TributeCharacterExpirationSeconds,Unknown,Yes,0,Yes,"Set in seconds the expiration timer for uploaded survivors in ARK Data. With default or negative values there is no expiration time. Check [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]] for more details. '''Warning''': do not set this option to an insane high value, like more than 31536000 seconds (which is 1 year), as in ARK Data routines this is summed to upload time in Unix Epoch time format. Using really high values will result in overflow and may cause upload time checks to fail and ARK Data deleted. Finally, it is highly suggested to use the same value across all servers in a cluster, otherwise accessing ARK Data from a server with a lower value will result data deletion if in that server the timer is expired.",,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],TributeDinoExpirationSeconds,Unknown,Yes,86400,Yes,"Set in seconds the expiration timer for uploaded tames in ARK Data. If set to 0 or less will revert to default. Check [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]] for more details. '''Warning''': do not set this option to an insane high value, like more than 31536000 seconds (which is 1 year), as in ARK Data routines this is summed to upload time in Unix Epoch time format. Using really high values will result in overflow and may cause upload time checks to fail and ARK Data deleted. Finally, it is highly suggested to use the same value across all servers in a cluster, otherwise accessing ARK Data from a server with a lower value will result data deletion if in that server the timer is expired.",,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],TributeItemExpirationSeconds,Unknown,Yes,86400,Yes,"Set in seconds the expiration timer for uploaded items in ARK Data. If set to 0 or less will revert to default. Check [[#Cross-ARK Data Transfer|Cross-ARK Data Transfer]] for more details. '''Warning''': do not set this option to an insane high value, like more than 31536000 seconds (which is 1 year), as in ARK Data routines this is summed to upload time in Unix Epoch time format. Using really high values will result in overflow and may cause upload time checks to fail and ARK Data deleted. Finally, it is highly suggested to use the same value across all servers in a cluster, otherwise accessing ARK Data from a server with a lower value will result data deletion if in that server the timer is expired.",,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],CryopodNerfDamageMult,Unknown,Yes,0.0099999998,Yes,"Reduces the amount of damage dealt by the creature after it is deployed from the cryopod, as a percentage of total damage output, and for the length of time set by <code>CryopodNerfDuration</code>. <code>CryopodNerfDuration</code> needs to be set as well. <code>CryopodNerfDamageMult{{=}}0.01</code> means 99% of the damage is removed.  On official it is set to 0.1.",[[309.53]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CryopodNerfDuration,Unknown,Yes,0.0,Yes,"Amount of time, in seconds, Cryosickness lasts after deploying a creature from a Cryopod. '''Note:''' although at code level it is defined as a floating-point number, it is suggested to use an integer instead. On official it is set to 10.0.",[[309.53]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],CryopodNerfIncomingDamageMultPercent,Unknown,Yes,0.0,No,"Increases the amount of damage taken by the creature after it is deployed from the cryopod, as a percentage of total damage received, and for the length of time set by <code>CryopodNerfDuration</code>. <code>CryopodNerfIncomingDamageMultPercent{{=}}0.25</code> means a released tame takes 25% more damage while the debuff lasts. On official it is set to 0.25.",[[310.11]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],EnableCryopodNerf,Unknown,Yes,False,Yes,"If <code>True</code>, there is no Cryopod cooldown timer, and creatures do not become unconscious. If this option is set, than <code>EnableCryopodNerf</code> and <code>CryopodNerfIncomingDamageMultPercent</code> must be set as well or they will default to 0.",[[309.53]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],EnableCryoSicknessPVE,Unknown,Yes,False,No,"If <code>True</code>, enables Cryopod cooldown timer when deploying a creature.",[[307.56]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],BadWordListURL,Yes,Yes,"{{ItemLink|ARK: Survival Evolved|&nbsp;}}: ""http://arkdedicated.com/badwords.txt""<br/>{{ItemLink|ARK: Survival Ascended|&nbsp;}}: ""http://cdn2.arkdedicated.com/asa/badwords.txt""",No,Add the <code>URL</code> to hosting your own bad words list. '''Note:''' on {{Gamelink|ase}} servers only the HTTP protocol is supported (an HTTPS URL will not work).,[[356.3]],,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],BadWordWhiteListURL,Yes,Yes,"{{ItemLink|ARK: Survival Evolved|&nbsp;}}: ""http://arkdedicated.com/goodwords.txt""<br/>{{ItemLink|ARK: Survival Ascended|&nbsp;}}: ""http://cdn2.arkdedicated.com/asa/goodwords.txt""",No,Add the <code>URL</code> to hosting your own good words list. '''Note:''' on {{Gamelink|ase}} servers only the HTTP protocol is supported (an HTTPS URL will not work).,[[356.3]],,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],bFilterCharacterNames,Unknown,Yes,False,No,"If <code>True</code>, filters out character names based on the bad words/good words list.",[[356.3]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],bFilterChat,Unknown,Yes,False,No,"If <code>True</code>, filters out character names based on the bad word/good words list.",[[356.3]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],bFilterTribeNames,Unknown,Yes,False,No,"If <code>True</code>, filters out tribe names based on the badwords/goodwords list.",[[356.3]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],LimitBunkersPerTribe,Yes,No,True,No,,[[77.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],LimitBunkersPerTribeNum,Yes,No,3,No,,[[77.0]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowBunkersInPreventionZones,Yes,No,False,No,,[[77.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowRidingDinosInsideBunkers,Yes,No,True,No,,[[77.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowBunkerModulesAboveGround,Yes,No,False,No,,[[77.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowDinoAIInsideBunkers,Yes,No,True,No,,[[77.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowBunkerModulesInPreventionZones,Yes,No,False,No,,[[77.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],MinDistanceBetweenBunkers,Yes,No,3000.0,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],EnemyAccessBunkerHPThreshold,Yes,No,0.25,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],BunkerUnderHPThresholdDmgMultiplier,Yes,No,0.05,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CryoHospitalHoursToRegenHP,Yes,No,1.0,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CryoHospitalHoursToRegenFood,Yes,No,24.0,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CryoHospitalHoursToDrainTorpor,Yes,No,1.0,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CryoHospitalMatingCooldownReduction,Yes,No,2.0,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],BloodforgeReinforceExtraDurability,Yes,No,0.3,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],BloodforgeReinforceResourceCostMultiplier,Yes,No,3.0,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],BloodforgeReinforceSpeedMultiplier,Yes,No,0.1,No,,[[77.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxActiveOutposts,Yes,No,,No,,[[77.0]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxActiveResourceCaches,Yes,No,,No,,[[77.0]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxActiveCityOutposts,Yes,No,,No,,[[77.0]],,integer
